comment_sen,score
有一个坏点，没超过三个不能退换?,0
产品包装：包装破损，,1
"流畅度：很流畅！期待更多的游戏！
运行速度：没有卡顿现象！
稳定性：手柄机器都很稳定！
画面效果：画面效果很赞！很细腻！屏幕和效果很好！
外形外观：外观很完美！拿在手里不大很舒服！
产品包装：包装完好！京东小哥送货速度很快！赞一个
上午下单下午就收到了！京东速度无敌！",2
如果可以一星都不想给，代理个游戏机，就一款游戏，没游戏等游戏弄好再出来行不行？,0
现在谁买谁sx，就一个游戏卖个P的游戏机！,0
机器很好，国行中国制造。京东物流很快，上午订单下午到。物品配件丰富，使用套件齐全，基本不需要额外购置。原来是腾讯引入的任天堂，可惜网上只有3个游戏下载，其他要非旗舰店买境外游戏。机器只能国行机器联网，不能和全球玩家对玩。主机屏幕原装日本进口贴膜，比较软，实话说国内膜很多都优于这个。,2
"流畅度：非常流畅
运行速度：很好
稳定性：还好
画面效果：一般
外形外观：是喜欢的那种
产品包装：原装",2
建议不要买国行，日版 港版 随意购买，国行只能插卡，没游戏，买了just dance2020 不能更新歌曲库，只有几首歌，觉得无聊，我是第一次接触ns的用户，体验很差*,1
"画面效果：体验版的马里奥玩起来很不错，画面看着比你以前的GBA掌机好的不是一点半点，当然跟手机比起来还是差点
产品包装：送来的时候包装很好，也没有破损啥的，腾讯代理的标签也封的很好
运行速度：除了自带的马里奥体验版以外，还玩了卡带版的塞尔达，很流畅，遇到过场动画也没有什么卡顿
稳定性：风扇很少转，机体也不发烫
外形外观：红蓝手柄的CP配色很有辨识度",2
续航不错，便携性也很好。据说腰杆容易飘，国行有一年质保，比较放心。配健身环大冒险，棒棒哒！塞尔达赶紧出国行啊！要买 DLC！！,2
"流畅度：玩游戏的时候非常流畅，但是如果离主机远一点的话手柄会有些延迟。
运行速度：速度很快，玩各种游戏都没问题。
稳定性：运行稳定，没有出现卡机的现象，也没有过死机。
画面效果：画质比较清晰，音效也很好。
外形外观：外观很精美，红蓝的配色非常帅气。
产品包装：包装很好，满意。",2
一开始想买日版的知道国行快来了，今天终于收到，对于我这些要求不高的游戏小白，可以消耗一下时间是不错的选择，希望国行游戏便宜点，实体卡带早点面世，套餐很优惠，京东快递速度很快，包装很好，机系开门红及新机的味道，好评！,2
偶然被阿素种草了switch，正好趁着618把它拿下，不为别的就为了儿时的超级玛丽情节，没想到做工这么精致，画面也很清晰，而且配件齐全，小朋友看到后非常开心，我也很开心能和孩子一起重温我的童年，这样的亲子陪伴很有意义,2
觊觎这家伙很久了，从去年在朋友家玩完回来就种草，直到购买，种下的草已经长成草原。终于，这几天有优惠，再加上媳妇鼓励，果断出手。第二天就收到货，开机验货，颜值惊艳，游戏操作流畅，画面清晰，和家里的投影配合，非常爽快。经典的游戏把我和媳妇都带回童年回忆。现在，不仅可以玩怀旧游戏还能玩体感游戏锻炼身体，大赞。接下来要开始选游戏了，最好店家抽中我啊，从小到大都没中过什么奖?,2
我烈士了，别买国行，一个半月都不出游戏。强烈推荐港版，都可以***了,0
画面效果：618买的，第二天就屏幕黄线中奖。牛啊。,0
国行就是个G儿，外服上不去，游戏出的还贼慢，国行卡带还不支持其它版本，二手卡也出不去，和隔壁sngy比太2了，鹅厂迟早要完。,0
太垃圾了，用了不到一周右手柄就开始松动，送回去返厂都快20天了，工作人员像死了一样连个信都没了,0
产品包装：一个塑料袋加固，还不如十多块的产品又是泡沫又是硬纸箱保护的。,0
等了一个月就一个游戏，机子都没用过！一次电也没充过。@的,0
怪我没看评论，买回来用不了。,0
连个游戏都没有就来卖  操,0
"憋了这么久等来了国行，然而这么久了，天天马里奥，白瞎了这么好的设备；
硬件当面整体感觉良好，暂时没有遇到硬件问题，体验下来还是很不错；
软件方面，马里奥虽然可玩性也不错，游戏也挺有趣，然而天天拿着两天多的游戏机玩踩蘑菇，还是太那个啥了，这个体验太差了，既然游戏这么少，为啥这么着急开卖呢？",1
"国行，真香！
任天堂，真香！
x360吃灰去吧，x1吃灰去吧
这种反馈形式的比较容易让父母同意，并且带小孩玩起来有借口一点，嘿嘿
很香
另外表扬一下物流，下单两天后到手，完美
盒子也很好，无损。",2
"不错不错
还另外买了一对手柄
和弟弟妹妹们玩得很开心
希望尽快多出些游戏",2
打广告说三个游戏，快两个月了，还只有一个游戏，虚假宣传，坑&hellip;&hellip;&hellip;大过年的，没得游戏玩,0
因为代理商腾讯不给力，导致国行目前只有三个游戏可以购买，还都是超级玛丽这种，于是只能买港版的卡带先凑合，但国行目前是一个封闭系统，港版卡带无法联网更新，总之国行现在配套的进度太差了！！！不建议购买,1
国行不能连服务器我买来看呢？也没个说明！,0
"流畅度：没有卡顿现象，很流畅
画面效果：画面细腻，很舒服
运行速度：运行流畅，速度很快",2
说实在的这j8客服就像个rz在这装电脑呢？国行确实垃圾,0
早买了，后悔呀，想不到还有更划算的套餐,1
"国航真香，终于到手，嗯&hellip;好多人评论机箱受损、害得我很是担心、安心的是送来的有外包装箱子?，满足，无损坏磕碰迹象，开心还有就是大家说不能跟别的伙伴联网问题，那么想联网吗？先玩一些游戏试试，至于目前游戏少，买卡带完就好了，开心
流畅度：nice
运行速度：nice
稳定性：nice
画面效果：ok
外形外观：nice
产品包装：nice",2
才买几天哦。就降价了。呵呵,0
不知道国行只有一个游戏，所有著名的switch游戏都还玩儿不了，感觉被坑,1
只有一个游戏，也没说明白，太坑了,0
只有一个游戏能买 没办法买dlc 2100当是做慈善了,0
再不出游戏，我个人感觉还是买港版的比较好！！！！,0
问客服国行，日版，港版区别，客服说国行什么什么都好，说购买游戏卡就可以玩了，购物页面也写着多钟游戏，结果现在只能玩一种游戏，不知道要等多久才有，差评。一点都不开心的购物体验,0
"流畅度：很流畅，没有卡机的现象，
运行速度：非常飞，点开游戏立马打开，好
稳定性：很稳定，也没有网络掉线，玩游戏也没有闪退
画面效果：很清楚，画面流畅，颜色好看
外形外观：成色超级好，很喜欢，拿上手感好
产品包装：包装很惊艳，也保护得很好????????无可挑剔",2
赶在快递停运最后一天买的，商店就一个游戏，还好有五张卡，估计玩过这几天就要吃灰了，凑合玩吧。都快两个月还一个游戏，就**离谱儿。,0
tx好坑，机器已经低价**了,0
购买后发现左边手柄操作有延迟现象，申请换货，寄回工厂8天了没有任何消息，国行NS和京东售后太差劲,0
属实垃圾。只能玩一个游戏，详情页不写，还不能退，不动机子怎么知道只有一个游戏，大家不要被国行骗了，属实垃圾，京东太让人失望了,0
"流畅度：很好，毕竟2000多的游戏机。
运行速度：运行速度很快。
稳定性：稳定性可以，游戏太少了。
画面效果：插电视效果不错。
外形外观：颜值挺高，
产品包装：包装正常的包装。",2
内容很少想退货不给退，打电话客服还说可以去~试一下，这年头没人差这2000块吧，太@了,0
"国行真的香，说句实话，你买之前顾虑很多，但是到手了你就不会后悔了，便宜的价格，游戏插卡都可以玩。但是如果你是要玩大乱斗，喷射战士一类的，那就多花钱买日版吧，别黑国行。
完美运行了塞尔达 路易基洋馆 马车8国行联机超级速度，哈哈",2
"流畅度：系统全球通一，无差别，完美
运行速度：完美
稳定性：完美
画面效果：一如既往地好，完美
外形外观：首批国行全新机器，完美
产品包装：八角尖尖，完美
这是我的第三台switch，之前是两台日版，这次国行第一时间就预定了，套装相当合算，想想国行的价格，有发票，有质保，有一年保修，加上京东自营的服务和效率，相当完美的一次购物。品控什么也是不用担心的，至少我没发现和我之前的机子有任何区别，至于游戏，只要是实体卡带都可以玩，虽然目前正真的国行游戏比较少，但并不影响你的游戏体验，这次购物我给十分。",2
刚买回来你们就开始送plus年卡和任天堂手提袋？打开机器风扇就转个不停，还有异响声音还特别大，朋友日版的一点声音也没有特别安静，不知道为什么视频上传不了，不然你们可以听听声音。联系京东客服，客服让我在公众号向腾讯那边反馈，腾讯然后又说让我联系经销商？？？？互相推诿吗？？客服说检测换货时间15&ndash;30个工作日？？？？买个游戏机要等15到30天才能玩？？刚开始开开心心的买了个塞尔达传说还没玩两天机子被送回检测这么久时间！！！真的是非常差的一次体验！！！,0
"流畅度：非常好
运行速度：特别快
稳定性：很稳定
画面效果：够意思了
外形外观：经典
产品包装：挺好",2
买了这么长时间就一个游戏，腾讯你真牛逼，没准备好就敢放出来卖，花两千多当摆设，真拿我们消费者不当人看。,0
只有一个游戏，虽说可以玩卡带，但这也太垃圾，如果不能玩卡带内？,0
"流畅度：国行在流畅度上没有问题，因为国服的原因，下载比其他版本快
运行速度：速度流畅，没有任何卡顿
稳定性：稳定性高
画面效果：画质很清晰，电视可以调整为1080p的清晰度，很爽
外形外观：包装精致，任天堂的东西毋庸置疑
产品包装：京东送货快，包装很好，没有任何损坏
纠结了几个月，在水货价格居高不下的前提下，最终还是选择买国行版本，其中一个很大的原因是周围几个朋友都买了国行版本，所以对战和线下聚会正好可以一起玩了。国行的游戏卡确实是挺划算的，不会像外卡一样一天一个价，价格也相对便宜。等不及马车8的实体卡，决定要入手了。这个套装在京东上买比在**上便宜多了，还有方向盘。期待腾讯早点上健身环和塞尔达，期待！对于在纠结国行和水货的朋友们，我说一句，游戏肯定会越来越多，身边买国行的朋友也变多了，游戏里国服上人也很多，完全没问题。主要是价格很香啊兄弟们！",2
国行硬伤不能联网，不能进其他区域的应用商店，目前只有一个游戏&hellip;&hellip;不能联网会让一些多人游戏无法通过移动设备连接为手柄，而且拆封以后不支持七天无理由退换货，差评,0
"首先游戏机没开始玩我不综合评价
我买的是套餐，包含卡带和内存卡
第一天看见下单当天能到货，毫不犹豫选择了京东，
当天到了只是游戏机，好了
接下来就是我不停追问客服经历了4天后终于收到漏寄的配件，这个差评我是给售后服务的，差得不能再差，处理漏送件需要3天时长，重点不让客户退件。",0
谁买谁知道！,0
差评。没游戏u,1
童年的回忆，超级马里奥。,2
"流畅度：不卡顿，非常顺畅，手柄有溜滑状态
画面效果：画面非常棒，电视上效果也超高清
外形外观：外观自然美的没话说
产品包装：产品包装很给力，配件比较齐全。不卡顿，非常顺畅，手柄有溜滑状态。朋友们一起买了五台，配了运动环，大家一起玩超给力。就是不能联机。",2
买来板砖一块  打人太轻  盖泡面太窄 实在不知道这是个什么玩意  要来干嘛！！腾讯出品必属废品！！！！！！！！！！！！,0
欺诈消费，慎重购买,0
很不错，还是京东比较快，服务也好，在天猫旗舰居然还买到打开过的，退了来这里。塞尔达很好，有点晕?_?，很好玩。,2
"switch国行终于来啦。虽然现在没什么游戏，卡带还在路上，但慢慢一定会好起来的。物流非常快，到手这台也没有瑕疵。
产品包装：包装严实，没有损坏
外形外观：完美无瑕疵
流畅度：下载速度快
运行速度：顺滑",2
你国行机子出来那么久了，游戏到现在还只有一个马里奥?还有也就一个月的时间，同样价格就开始送这送那的，你们腾讯是怕机子卖不出去了吗???,0
不建议购买，因为没有游戏，就是将来以后也不会有几个游戏，因为你懂的，而且不能与国外联网。建议购买日版的，资源多的多，国行没资源，一个没有游戏的游戏机，我都后悔死了，不要购买，不要购买，谁买谁后悔，建议购买日版的，大把的免费游戏，大把的资源。我这些卡带不能联网基本都没有任何意义,0
头昏买的19年最不值得产品，别人世界服买着各种廉价的游戏国服只有一个299，而且目前没有网战（过些日子会发售游戏但都是过气货）。手柄质量也有问题了焦一康已经插不紧了。早知道咸某买个日版二手现在已经玩的很嗨皮了。,0
软件太少了，入手国行确实需要慢慢等待！,1
真坑，只能绑定微信账号，游戏就一个马里奥。还卖299，玩justdance上面截一块，下面截一块。不介意买。不如找代购或者tb。,0
"流畅度：系统非常流畅，十分容易上手，操作简单。
运行速度：速度还算满意吧，switch不像xbox跟ps4，不是靠拼硬件的主机。所以对这个速度还算满意。
稳定性：玩了一周多才评论，十分稳定，之前出现手柄失灵，升级固件后正常。
画面效果：720p屏幕这个画质很不错，连接65寸电视1080p的画质也很满意。对于switch的硬件条件来说，这个画质很顶级
外形外观：多变的玩法，虽然手柄操作很需要时间适应，不错还算可以接受
产品包装：运输过程包装还是有损坏，已经给套了个盒子了都能损坏快递是不是太暴力了？",2
就一个游戏。玩个锤子,0
开箱过程还是很惊喜的，毕竟等了这么久终于等到了国行。上手玩马里奥试用版，还是很流畅的，画面也很精细，屏幕大，不用像玩手机游戏时必须离得很近，保护眼睛。手柄配合游戏振动很带感。插座模式也很赞，直接接了投影仪玩很爽。最好说一个非常失望的点！电子商店居然只有一个游戏！而且别的也遥遥无期！简直想给0星差评！,2
"产品包装：包装完好，纸箱送过来没有剐蹭
画面效果：流畅，色彩自然
夸夸京东的物流速度，睡觉前下的单，第二天刚睡醒就到货了，超级无敌速度！！迟迟没舍得下单然后在家困了1星期的我在假期最后还是能玩上几天！幸好选了京东～～～～～",2
"流畅度：国行还是很好的
运行速度：运行速度非常的快
稳定性：性能稳定
画面效果：很细腻
外形外观：非常棒
产品包装：包装很好",2
"流畅度：很好，很流畅
运行速度：很快，很流畅
稳定性：很稳定
画面效果：还行，接电视就感觉差了点
外形外观：不错
产品包装：很好",2
一个月了，就一个游戏，坑谁呢，买回来现在在家吃灰，早说这进度出游戏，谁还买你这个,0
千万不要买哦，就是一个顶蘑菇模拟器。        &mdash;&mdash;勇士的忠告,0
"流畅度：里面预置了游戏。试玩了一下非常流畅
运行速度：运行很快。目前没有发现卡顿
画面效果：效果很赞。细腻。
产品包装：原盒套了个袋子送来的。有压痕。不过自己留着玩。不太碍事。
国航一年保修，还是有保障的。对小白来说。真香。",2
气死人啦，同样的套装，现在的多送了原装方向盘和保护套，必须差评,0
卖完货就不管了 管他寄过来的是坏的还是好的 打开新机器没激活就不好用 直接就告诉我他们解决不了 让我去找官方售后 无语,0
早就预约首发  交了定金  首发整点付的尾款   买之前都说国行不好  我就是选择了国行  先是迟迟不给我发货  跟仓库互相推脱找各种理由   货可算到了  打开后没有红色的屏幕布   找客服  说活动结束了   我预购交定金的时候还有赠品  真是醉了  真的   头一次京东自营体验这么差   客服真的差  都不如个体店铺服务态度好,0
"外形外观：漂亮
稳定性：没问题
画面效果：画面清晰
整体使用非常好，特别是方便携带，目前国行游戏只有一个，可以插国外卡带，可更新，不可买dlc，没有联网需求可以买回来和朋友一起玩",2
"画面效果：电视上超清晰，猫咪也喜欢
运行速度：流畅??2
插上外服的卡带一样好用，买了just dance 就是为了这个才入手的，和男朋友一起尬舞，乐趣十足，准备入手健身环，宅在家好久了，运动不能忘，国行的价格真的是赞，物流也超级快，当天到，不能能想像，疫情之后物流就像澳洲外卖一般哈哈哈哈",2
"过年前买的，拿到机子想要买游戏卡的时候基本上卖实体卡的店家都不发货了，要么就是涨价，就一个游戏的我，妥妥的成了国行勇士，塞尔达现在还在路上，腾讯的网页天天说马车8马上开跑，跑了两个月也没跑出来；
京东的投诉机制，真的心累，虽然有所谓的客服专员，但是已经在京东客服反映了，直接转不好么，还要一遍遍的打电话，发邮件提交证据，专员也累，我也心累...",1
机器首发拿下来2099  买了马U 299  没一个月各种全新才卖1799，数字版也有200多的，卡带也亏损严重，这些都不是啥问题，重点是，等了一个多月的游戏，就没出？ 给个差评,0
垃圾，****,0
买回来都没开始用直接tf卡就是坏的，申请售后半天没人理，最搞笑是最后约了时间上门取件换货，完全超时了都不见人，电话也联系不上，垃圾玩意。,0
"首发预购买的，本来想着买日版，后来听说国行要出等了很久终于上了，感觉很香，毕竟国行保修要靠谱很多，另外企鹅做游戏还是值得信赖的
流畅度：不用说，专业设备干专业的事，流畅度很好
运行速度：联网不知道是不是限速，只能到50M左右，不过够用了
稳定性：目前国行游戏很少，期待大作审批
外形外观：时尚大气上档次
画面效果：仿佛回到了小时候玩超级玛丽的感觉
产品包装：包装比较简陋，但也比较环保，还行吧",2
"心心念念终于到手啦??????从小就喜欢任天堂的游戏，特别是马里奥，到手就买了，还是那个熟悉的味道。都说国行是坑，到我相信腾讯的开发和后期的拓展，马总出品必是精品，所以妥妥的顶上。为满足夫人和孩子入了张《舞力全开》《马里奥派对》，我现在想玩都得排队。不过一家人玩玩游戏，其乐融融到是更甜蜜啦！真是早买早享受，还有京东白条，瞬间就没有了开支压力。总结一词：真香??????
流畅度：丝滑、柔顺、舒服
稳定性：平稳、稳当、稳妥
外形外观：唯美、完美、精美
产品包装：精致、精细、精湛
画面效果：炫彩、炫目、绚丽
运行速度：极致、迅速、顺畅",2
买错了不能退货而且只拆开袋子,1
完美！非常好，等游戏再多一点就更好了！,2
售后服务及其差，骗人,0
强烈建议不要买国行，游戏估计一年都出不了几片，而且都是老游戏，想要大作基本是无望了，审不出来，到时再搞个锁服＋锁区，那主机只能拿去当板砖防身用了,0
没游戏这种老生常谈的话题就不说了，但套装里的存储卡已经两个月没有音信了，京东客服能靠谱点吗？？？,1
"画面效果：switch的画质效果一直很好，尤其连接电视 便携屏更能有不一样的视觉享受
运行速度：运行速度很快，按键灵敏，游戏读取速度也很快
产品包装：包装虽然有一点压，但是是未拆封的全新机器
流畅度：速度流畅，插卡读取游戏也很快
稳定性：稳定性一流，不会有卡死崩坏的qingkuangfas
外形外观：依旧延续传统switch外观，手柄可以自己继续购买其他颜色，颜值都非常不错。",2
没有游戏玩个啥，不能退货有什么办法,0
国行再等等，真的再等等。,0
太垃圾了，都不能联网。只能线下，不建议买。,1
最低只能打一分，要不然稳稳的0分，这么长时间了，根本没有任何新游戏的消息，国行switch阉割了游戏功能，呵呵,0
本来对国行充满希望，事实残酷打脸,0
"流畅度：游戏都是比较小的那种，也用不上啥性能，所以流畅度不错
运行速度：没啥速度不速度的感觉
稳定性：非常稳定
画面效果：19年了，这个清晰度和屏幕真心不咋滴
外形外观：美观，好看
产品包装：完美，3码合一",2
产品包装：产品包装陈旧，完全看不出全新的感觉，腾讯封条也有撕过的痕迹。而且盒子一来就是破的，售后的答复是只要能用就行,1
建议大家慎买，因为店家也没明确说明跟国际版的差别，拆掉后才发现很多游戏无法下载，很郁闷想退货，店家却以拆封为由拒绝，纯属霸王条款，根本不为消费者考虑，此次京东购物体验极差,0
"画面效果：多数游戏1080p，但是够用了，不要和ps4的4k比，毕竟那玩意只能自己玩，我更需要的是与朋友家人一起玩，无兄弟不游戏！
外形外观：有点像s厂的PSP，携带方便，经典的小霸王红蓝配色，可自己单机玩，可TV模式小伙伴一起。
产品包装：国行包装完美，漂亮，看着就喜欢，满满的新机味！
稳定性：玩了半个多月了，无论游戏还是机器都很稳定，没有出现卡顿的情况，很稳定。
运行速度：运行流畅。晚上等孩子睡了，和媳妇偷偷打游戏，超级马力欧，各种配合各种失误各种爆笑，为这个疫情期增添了很多欢乐。感谢任天堂，从小到大的玩伴，感谢腾讯，把这么好的机器和游戏引进来！",2
在京东购物真的很方便，过节不想回家，给我妈爸爸买了东西，想尽办法，绞尽脑汁凑单，哈哈？！！有时候买的东西，花的钱反而少了！！很开心哦！！！,2
"运行速度：国行果然稳定，有腾讯爸爸支持就是不一样，运行速度飞起
稳定性：稳定性自然不用说啦，行货肯定不是水货能比的
流畅度：游戏流畅，好玩，可玩度很好
外形外观：做工好，小朋友也喜欢
产品包装：包装结实，没有出现磕碰的现象，这点值得好评，外面一个大箱子，里面才是switch",2
从抢购到入土,1
"流畅度：没话说
运行速度：没话说
辣鸡，十分辣鸡，一个半月了还只有一款游戏，只能放着吃灰",1
"流畅度：非常流畅，当然目前只有一个体验版，先充个电，再试一下完整版。
稳定性：没有卡顿过，很稳定，购买了一个健身环游戏，反应灵敏，体验很好。
画面效果：用的投影仪1080p很清晰。画质如果也可以调就好了，让景物更逼真一些。
产品包装：产品原包装简洁实用，不花哨，很喜欢。
外形外观：以前一直想买买不起，现在买了没太多时间玩系列。各种形态灵活的玩，真的非常人性化。",2
没游戏国行买了积灰，游戏卡又不敢乱买，买了要不是最新版就凉凉，卖主机自带商城就一个马利奥**呢这是！,1
老公买的，很流畅，本来不爱玩游戏，看到超级玛丽忍不住也玩了起来，有种童年的感觉，可惜手太残，每次都回到起点，玩着游戏跨年也很不错的感觉。买了游戏机，还得买各种盘，带游戏就完美了，放了好多游戏盘在购物车了，等京东打折。,2
"流畅度：非常顺畅无卡顿。
运行速度：运行速度比上个版本慢一点点。可能为了续航。
物流非常快，当天就到了。
开机红！",2
垃圾代理，发我一台没封条的机子也就算了，连接电视还偶尔没信号，退货后大半个月也不处理。,0
国行版非常好用，介绍玩分手厨房，超好玩，也适合一家人一起玩。,2
玩了几天不想要了，~私聊，qq~,1
不能联网更新，不能联网更新，不能联网更新，有些游戏需要更新才能有中文，后悔了,0
"我是新加入的国行勇士 看到有3个游戏了 觉得也可以了 作为有小朋友的家庭娱乐基本够了 马车8非常适合小朋友 一定要有方向盘 感觉不一样 小朋友玩high了 
京东速度超快的 这次的套餐价格也不错 包包 卡 方向盘都一套配齐了 赞",2
东西不错，就是游戏太少，还有就是机身上有一颗螺丝像被动过,1
"外形外观：设计真的是好，讨喜
产品包装：非常好，无损
支持国行，我要当国行勇士。希望审核正常点。国行的未来是有希望的。",2
垃圾包装！盒子破洞损坏！以后再也不会京东上购买任何东西,0
"NS名不虚传，拿到手以后，打开包装，接电就可以玩，海外卡版的卡可以流畅运行，没有问题，上古卷轴5，塞尔达传说，大乱斗都可以正常使用，健身房还没有到货，到货以后应该也没问题，我是接了一个75寸电视机在玩，效果非常的好。
总体非常满意，质量什么的没得话说，全新正品毫无疑问",2
想要联机游戏的快跑啊！别买国行别买国行！完完全全是单机卡带党可以考虑入国行,1
作为一个三十多岁的大男孩，对于任天堂的游戏更多的是热卖和情怀！产品质量不错，摇杆，按键手感都很好，接下来就是慢慢收集卡带啦！希望国行游戏的步伐再快点，也希望更多的游戏出现在国行switch上，功能越来越完善！,2
差评差评，客服极差，贴膜有问题不肯补发，我拿去专业贴膜都贴不了,0
腾讯帖子，原装盒子，配件跟说明一样的，物流跟踪到位，客服耐心解答。在海外也能连接当地WI-FI，可以使用实体卡，充电很快，玩动森两小时耗电40%左右，轻度使用一天一充，JOY-CON没漂移，静候国行越来越多好游戏上架。,2
心心念念的switch终于买到了，连接电视玩超级马里奥兄弟，清晰流畅，陪孩子玩很不错。,2
非常糟糕的购买体验。游戏机小白，买之前详细询问了如何购买游戏，客服非常耐心的给了三个购买游戏的渠道。结果买回来无法购买任何游戏。客服回答是：目前只有一款游戏过审。无法联网，无法网上多人游戏，无法更新，无法下载新游戏。也就是我2000多买了个超级玛丽？！然后还无法退货。,0
"流畅度：很好，只要自己家网好就没问题
运行速度：特别流畅
稳定性：挺稳定的
画面效果：特别棒，尤其是在投影仪上面
外形外观：很喜欢就是没想到那么大
产品包装：很好吧，盒子没损坏
一直在等国行，虽然没有特别香，但也达到了我心中期望，单机游戏也挺好玩的呀，哈哈哈。",2
不愉快的购买经历，游戏卡我不要，也不给我退货。这样太过于霸王条款了。,0
只能说垃圾国行跟买块木头没区别，别买国行，买了就后悔。国内账号不可以于其他国家地区的玩家联机，不可以线上下载游戏，而且不可以更新DLC,0
"流畅度：流畅度真的不用担心，非常流畅！
运行速度：同上，运行速度也很快。
稳定性：稳定什么的，才刚到手，也感觉不出什么
画面效果：还可以，跟手机屏幕显示效果差不多。
外形外观：外形挺好看的，个人更喜欢红蓝配色，挺好的。
产品包装：外包装很好，当然里面的配件都是我打开过的，买回来都是有袋子装好放在里面，这个大家不用担心！！希望能够尽快出多些游戏，目前只有一款马里奥游戏，期待！",2
"运行速度：快
稳定性：高
产品包装：完好
画面效果：不错
流畅度：可以
外形外观：好看
东西不错 很好玩",2
"switch给2分，只有1个游戏，目前不能联网，仅有的游戏还死贵。体验目前只能给2分。
?(???‵‵)?
ns官方店服务给0分，工人客服像机器人一样回答，永远不正面回答问题，不知道、不负责、不承认、自己看。可惜不能给负分。",0
太难了，锁区！只有一款游戏，还是数字版，相当于买了一个单机游戏机，一点也不香啊，唉本来就比别的版本晚了几年，还这么多限制，想玩儿的，也没得玩儿，能玩儿还不能线上联机，唉,1
"1 石锤官翻机 官翻机 官翻机
2 刚买完不到一月就降价350",0
给男朋友买的生日礼物，拿到手非常喜欢，感觉画面清晰流畅，组合装十分划算，设计很耐丝，红蓝外观很时尚，包装也很安全性,2
第七天手柄松动，主机弯曲，不能换新，只能维修，大家还是玩日版港版吧。。。,0
目前不建议入国行,1
"流畅度：非常迅速，反应灵敏
运行速度：很快，加载游戏也挺快的
稳定性：非常好，没有出现异常
画面效果：放到电视上感觉真的很清晰
外形外观：做工很好，比想象中的要大一些
产品包装：完好",2
勇士变烈士。吐了,0
"流畅度：流畅度真的是相当的快，更新速度真的是秒更新
运行速度：运行速度也是超级快
画面效果：画面效果相当好看清晰清楚，特别棒
产品包装：包装看上去就很高大上
算是圆了儿时的梦，小时候只能看着别人玩GBA玩宠物小精灵，这下好了，终于自己也能玩到了，支持国货，能用游戏卡玩就很棒了，外观也太美了，非常喜欢很赞，希望赶紧出塞尔达，出了就赶紧入手玩",2
"速度挺快，还送个体验版（我猜也就送一关吧。。。）

但是包装保护太差了，要送人的东西，外盒子已经压坏了。",1
看到机器的那一瞬间，心中充满了喜欢，真是一部高大上的游戏机，开机特别快，画面很清晰，运行流畅，喜欢,2
买了一个月了，也没有发布新游戏，太后悔了,1
"流畅度：流畅度不用多说，真的是太爽了，刚收到就过来评论来了。
运行速度：很快，有种苹果手机的感觉
稳定性：稳定性很好，真的是任天堂的招牌啊
画面效果：清晰度十分清晰，投影到电视上也是高清
外形外观：红蓝自古就是cp，放在机器上更是没的说！
产品包装：包装的真的是用心，就是机器没有保护膜是我没有想到的
另外说一下京东的配送真的无敌说当天到就是当天到！",2
产品包装：破损极其严重！，包装在运送过程中被磕破了好多处！,1
"流畅度：很不错
运行速度：没有卡顿
产品包装：保证很好",2
三星吧，希望游戏抓紧过审，现在只有塞尔达玩着很慌,1
买了玩个鸡毛，就一款游戏,0
"运行速度：物流太快了，隔天就到而且包装很好，没有破损
流畅度：很流畅",2
重要的说三次，千万别买国行！千万别买国行！千万别买国行！没有游戏玩的！,0
只有一款游戏，只有一款游戏，只有一款游戏。买卡带不能联网，不能下载dlc切记想买的慎重考虑,0
游戏再不过审 后门再不开  就等死吧,0
"流畅度：顺畅
运行速度：快
稳定性：稳定
画面效果：逼真
外形外观：cool
产品包装：严实",2
游戏实在太少了&hellip;,0
"流畅度：运行非常流畅，不论是卡带游戏还是下载游戏，都很棒。
运行速度：运行速度超快，就是关机再开机略慢一些，别的缺点没发现。
稳定性：稳定性很好，从未出现过死机或者闪退的问题。
画面效果：画面效果精美，在自带显示器上效果完美，还没外接电视，暂时无法评价电视效果。
外形外观：好看好看，方便携带。
产品包装：纸盒包装有破损，差评。",2
才2周，右方向键就松了&hellip;,1
很不错，套餐也很齐全。一直想买，终于买到了，全家都能玩，很欢乐。游戏也很好玩，非常不错!,2
卖家服务太差，客服让我重新下单买他推荐的那款送闪卡的，说到时候之前那单申请退款就好了，结果两单一起来了，有闪卡的那单把闪卡塞在最外面的京东破塑料袋里，阿姨不仔细就把它扔出去了，我没找到闪卡，也没留意网页上最后面说拆封不能退，平时京东拆了都能退的，一共收到货到退货才几分钟的事情，卖家坚持不能退，我拿着两套游戏机干吗,0
"国行很**，买这个的我也很**
商店只有一个游戏，玩烂了，可以插卡但不能联网不能买DLC
注意拆封就不能七天无理由了",0
宅家期间买的，很快就收到了。买了舞力全开，全家都很喜欢跳。就是为了这个游戏买的switch，哈哈～～～操作简便，质感也很好。使用方便。自带的马里奥兄弟还蛮好玩的，试玩的几关，孩子看了兴奋地跟着跳，以为和舞力全开一样是模仿的游戏...关掉以后还在沙发和凳子上跳，模仿马里奥...也是醉了。,2
游戏机目前没发现问题.一起买的游戏兑换码没了.,0
"买了它  又有何用 
国行又有几款游戏",0
产品包装：这是怎么回事？感觉被人拆过一样,1
没游戏，买来吃灰中。。希望~赶紧移植引进新游戏，起码年前把马车8大派对这类的游戏引入，适合过年家人一起玩，否则都是首发烈士,1
自己不明白为被腾讯割了波韭菜，买国行的一定要三思,1
